Category,Message
Not_Spam,You said to me before i went back to bed that you can't sleep for anything.
Not_Spam,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
Not_Spam,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
Not_Spam,I will come to ur home now
Not_Spam,Free any day but i finish at 6 on mon n thurs...
Not_Spam,Will you be here for food
Not_Spam,"life alle mone,eppolum oru pole allalo"
Not_Spam,Nite...
Not_Spam,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
Not_Spam,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
Not_Spam,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
Not_Spam,I just saw ron burgundy captaining a party boat so yeah
Not_Spam,I'm serious. You are in the money base
Not_Spam,Already one guy loving you:-.
Not_Spam,Staff of placement training in Amrita college.
Not_Spam,I always chat with you. In fact i need money can you raise me?
Not_Spam,I'm job profile seems like bpo..
Not_Spam,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
Not_Spam,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
Not_Spam,Are you willing to go for apps class.
Not_Spam,Hanging out with my brother and his family
Not_Spam,No it will reach by 9 only. She telling she will be there. I dont know
Not_Spam,Hey... are you going to quit soon? Xuhui and i working till end of the month
Not_Spam,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
Not_Spam,Try neva mate!!
Not_Spam,Yeah that'd pretty much be the best case scenario
Not_Spam,I not free today i haf 2 pick my parents up tonite...
Not_Spam,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
Not_Spam,Should i send you naughty pix? :)
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BNot_SpamB64XE"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
Not_Spam,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
Not_Spam,Prepare to be pounded every night...
Not_Spam,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
Not_Spam,"Sorry, I'll call later"
Not_Spam,Good evening! How are you?
Not_Spam,I'm at home. Please call
Not_Spam,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
Not_Spam,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
Not_Spam,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
Not_Spam,What happen dear. Why you silent. I am tensed
Not_Spam,"I'll get there at 3, unless you guys want me to come some time sooner"
Not_Spam,If you are not coughing then its nothing
Not_Spam,Ü come lt 25 n pass to me lar
Not_Spam,I'm e person who's doing e sms survey...
Not_Spam,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
Not_Spam,Thank You meet you monday
Not_Spam,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
Not_Spam,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
Not_Spam,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
Not_Spam,"Dad wanted to talk about the apartment so I got a late start, omw now"
Not_Spam,I love you both too :-)
Not_Spam,Lol u still feeling sick?
Not_Spam,Din i tell u jus now 420
Not_Spam,am up to my eyes in philosophy
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
Not_Spam,Ok lor. I'm in town now lei.
Not_Spam,I had it already..sabarish asked me to go..
Not_Spam,No da. . Vijay going to talk in jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
Not_Spam,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
Not_Spam,Still chance there. If you search hard you will get it..let have a try :)
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
Not_Spam,Do you always celebrate NY's with your family ?
Not_Spam,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
Not_Spam,Its ok..come to my home it vl nice to meet and v can chat..
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
Not_Spam,Sent me de webadres for geting salary slip
Not_Spam,She's fine. Sends her greetings
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
Not_Spam,But you dint in touch with me.
Not_Spam,"Yup, leaving right now, be back soon"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
Not_Spam,Yeah sure I'll leave in a min
Not_Spam,And do you have any one that can teach me how to ship cars.
Not_Spam,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
Not_Spam,Yeah confirmed for you staying at  that weekend
Not_Spam,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
Not_Spam,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
Not_Spam,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
Not_Spam,Ard 4 lor...
Not_Spam,You are right. Meanwhile how's project twins comin up
Not_Spam,I sent your maga that money yesterday oh.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
Not_Spam,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
Not_Spam,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
Not_Spam,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
Not_Spam,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
Not_Spam,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
Not_Spam,How much would it cost to hire a hitman
Not_Spam,I anything lor...
Not_Spam,"Sorry, I'll call later"
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
Not_Spam,Huh but i cant go 2 ur house empty handed right?
Not_Spam,Good morning princess! Happy New Year!
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
Not_Spam,"Aight, we'll head out in a few"
Not_Spam,Then wat r u doing now? Busy wif work?
Not_Spam,I know you mood off today
Not_Spam,"Jay told me already, will do"
Not_Spam,Cps is causing the outages to conserve energy.
Not_Spam,"I'm not sure, I was just checking out what was happening around the area"
Not_Spam,Hey morning what you come to ask:-) pa...
Not_Spam,Jordan got voted out last nite!
Not_Spam,"That means you got an A in epi, she.s fine. She.s here now."
Not_Spam,I have no idea where you are
Not_Spam,Pls come quick cant bare this.
Not_Spam,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
Not_Spam,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
Not_Spam,No. I.ll meet you in the library
Not_Spam,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
Not_Spam,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
Not_Spam,Ok c ü then.
Not_Spam,I enjoy watching and playing football and basketball. Anything outdoors. And you?
Not_Spam,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
Not_Spam,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
Not_Spam,Hey check it da. I have listed da.
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
Not_Spam,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
Not_Spam,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
Not_Spam,Goin to workout lor... Muz lose e fats...
Not_Spam,"Damn, poor zac doesn't stand a chance"
Not_Spam,No message..no responce..what happend?
Not_Spam,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
Not_Spam,Yeah right! I'll bring my tape measure fri!
Not_Spam,Still chance there. If you search hard you will get it..let have a try :)
Not_Spam,Meeting u is my work. . . Tel me when shall i do my work tomorrow
Not_Spam,Should I head straight there or what
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
Not_Spam,Thank you princess! You are so sexy...
Not_Spam,Oooh I got plenty of those!
Not_Spam,Hui xin is in da lib.
Not_Spam,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
Not_Spam,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
Not_Spam,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
Not_Spam,You know what hook up means right?
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
Not_Spam,Wat's da model num of ur phone?
Not_Spam,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
Not_Spam,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
Not_Spam,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
Not_Spam,* Thought I didn't see you.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
Not_Spam,Carlos says we can pick up from him later so yeah we're set
Not_Spam,"Hey babe, my friend had to cancel, still up for a visit ?"
